epoch,step,train_loss
0,49,0.5029478669166565
0,99,0.3590119481086731
0,149,0.47534817457199097
0,199,0.7672837376594543
0,249,0.45289182662963867
0,299,0.9574590921401978
0,349,0.6329789757728577
0,399,1.1835180521011353
0,449,0.25067800283432007
0,499,0.4427177309989929
0,549,0.4788682460784912
0,599,1.4189348220825195
0,649,0.32596126198768616
0,699,1.262961745262146
0,749,0.3081977665424347
0,799,0.5207576751708984
0,849,1.2043083906173706
0,899,0.8037086725234985
0,949,0.6080266237258911
0,999,0.532701313495636
0,1049,0.3498132526874542
0,1099,0.31574177742004395
0,1149,0.6129059195518494
0,1199,2.1331658363342285
0,1249,0.30125367641448975
0,1299,0.6380312442779541
0,1349,0.672842264175415
0,1399,0.9397003054618835
0,1449,0.7477583289146423
0,1499,0.23166094720363617
0,1549,1.3641737699508667
0,1599,0.8069788813591003
0,1649,0.6563498377799988
0,1699,0.08205137401819229
0,1749,0.48641684651374817
0,1799,4.41728401184082
0,1849,3.6728179454803467
0,1899,3.126161813735962
0,1949,3.541576623916626
0,1999,0.7007924914360046
0,2049,4.549698352813721
0,2099,0.49633002281188965
0,2149,0.78080815076828
0,2199,0.8464036583900452
0,2249,0.7248753309249878
0,2299,0.29845646023750305
0,2349,0.25736039876937866
0,2399,0.20451244711875916
0,2449,0.556363582611084
0,2499,0.3137504756450653
0,2549,2.2805488109588623
0,2599,1.924314260482788
0,2649,0.14396296441555023
0,2699,3.101555585861206
0,2749,0.3709680140018463
0,2799,1.794219970703125
0,2849,0.4210057556629181
0,2899,0.941597580909729
0,2949,2.066556453704834
0,2999,0.5666786432266235
0,3049,2.042848587036133
0,3099,0.2884087860584259
0,3149,0.6956379413604736
0,3199,1.3397771120071411
0,3249,0.6552867293357849
0,3299,0.32092875242233276
0,3349,0.19340068101882935
0,3399,0.35209524631500244
0,3449,2.079557180404663
0,3499,1.2841005325317383
0,3549,1.0730384588241577
0,3599,0.21607935428619385
0,3649,0.1389634609222412
0,3699,0.3273938298225403
0,3749,0.3032298982143402
0,3799,6.141215801239014
0,3849,0.17367976903915405
0,3899,0.18809691071510315
0,3949,3.8968420028686523
0,3999,1.144641637802124
0,4049,0.3259943723678589
0,4099,0.1893126517534256
0,4149,1.172868251800537
0,4199,0.7873626351356506
0,4249,2.131359100341797
0,4299,0.9039397835731506
0,4349,0.12476098537445068
0,4399,1.1636238098144531
0,4449,0.6458252668380737
0,4499,0.4018538296222687
0,4549,0.6936917304992676
0,4599,0.3149527609348297
0,4649,0.10776092857122421
0,4699,0.20410975813865662
0,4749,0.46917951107025146
0,4799,4.656125068664551
0,4849,0.25388380885124207
0,4899,0.844312310218811
0,4949,0.42922574281692505
0,4999,0.4274947941303253
0,5049,0.2970975637435913
0,5099,0.36291074752807617
0,5149,0.5540869832038879
0,5199,0.26075857877731323
0,5249,0.18734893202781677
0,5299,0.6614410877227783
0,5349,2.374765396118164
0,5399,1.3304179906845093
0,5449,0.7291980981826782
0,5499,1.1417758464813232
0,5549,1.0034390687942505
0,5599,2.48870849609375
0,5649,0.7782168388366699
0,5699,0.11551913619041443
0,5749,0.17695143818855286
0,5799,0.44431227445602417
0,5849,0.6041620969772339
0,5899,0.15940016508102417
0,5949,0.47341370582580566
0,5999,0.5295190215110779
0,6049,0.2886594831943512
0,6099,0.18804705142974854
0,6149,0.3034309148788452
0,6199,0.1407095193862915
0,6249,0.7243360280990601
0,6299,0.7000399827957153
0,6349,0.4042888581752777
0,6399,0.8429522514343262
0,6449,0.0745597779750824
0,6499,0.7380492091178894
0,6549,1.447495698928833
0,6599,0.600608229637146
0,6649,0.6489055156707764
0,6699,0.16516555845737457
0,6749,0.14431098103523254
0,6799,0.3584973216056824
0,6849,0.45153936743736267
0,6899,0.6983309388160706
0,6949,0.1363397240638733
0,6999,0.7739171981811523
0,7049,0.17271408438682556
0,7099,0.8444617986679077
0,7149,0.9263709783554077
0,7199,0.6414554119110107
0,7249,0.06245370954275131
0,7299,0.2912750244140625
0,7349,1.249263882637024
0,7399,0.4705009460449219
0,7449,0.07481467723846436
0,7499,0.043861981481313705
0,7549,0.17762163281440735
0,7599,0.3628956377506256
0,7649,0.036943357437849045
0,7699,0.13256926834583282
0,7749,0.025408051908016205
0,7799,0.9352115988731384
0,7849,0.6499930024147034
0,7899,0.6285309791564941
0,7949,0.2516196370124817
0,7999,0.18354730308055878
0,8049,0.22305342555046082
0,8099,0.08932621031999588
0,8149,0.18645216524600983
0,8199,0.1851729154586792
0,8249,1.328325629234314
0,8299,0.20439861714839935
0,8349,0.17389217019081116
0,8399,0.24737396836280823
0,8449,0.5530192852020264
0,8499,0.12395112961530685
0,8549,0.057236433029174805
0,8599,0.10242532938718796
0,8649,0.12372344732284546
0,8699,0.3804234564304352
0,8749,0.6625173091888428
0,8799,0.08485623449087143
0,8849,0.2791626453399658
0,8899,0.7080075144767761
0,8949,0.33032721281051636
0,8999,0.09480020403862
0,9049,0.07529181987047195
0,9099,0.04220585525035858
0,9149,0.2394140511751175
0,9199,1.8782238960266113
0,9249,1.6743475198745728
0,9299,0.42491355538368225
0,9349,0.4865715801715851
0,9399,2.1759860515594482
0,9449,1.1745331287384033
0,9499,0.6121983528137207
0,9549,0.166145920753479
0,9599,0.31682687997817993
0,9649,0.4370064437389374
0,9699,0.0858120396733284
0,9749,0.32497960329055786
0,9799,1.878493070602417
0,9849,0.9944334030151367
0,9899,0.41940245032310486
0,9949,1.9956579208374023
0,9999,1.8118106126785278
0,10049,1.2947509288787842
0,10099,3.031240224838257
0,10149,0.33378368616104126
0,10199,0.0791531428694725
0,10249,0.7877973318099976
0,10299,0.25272735953330994
0,10349,0.5670403242111206
0,10399,3.2361228466033936
0,10449,0.12937380373477936
0,10499,0.4384627640247345
0,10549,0.4563625156879425
0,10599,1.0506689548492432
0,10649,0.501448392868042
0,10699,0.24555514752864838
0,10749,0.05345738306641579
0,10799,0.5734594464302063
0,10849,0.707659900188446
0,10899,0.3947192430496216
0,10949,0.32211488485336304
0,10999,0.2864680588245392
0,11049,0.5011152029037476
0,11099,0.45148810744285583
0,11149,0.2376047521829605
0,11199,0.142618328332901
0,11249,0.13921229541301727
0,11299,0.5200480818748474
0,11349,0.7502953410148621
0,11399,0.027416318655014038
0,11449,0.49585020542144775
0,11499,1.5848793983459473
0,11549,0.31284165382385254
0,11599,1.003302812576294
0,11649,0.09621472656726837
0,11699,0.15037493407726288
0,11749,0.4500221014022827
0,11799,1.9499413967132568
0,11849,0.19098857045173645
0,11899,0.03460603207349777
0,11949,0.05632176250219345
0,11999,0.4160471260547638
0,12049,0.3206467926502228
0,12099,0.431924968957901
0,12149,1.1594122648239136
0,12199,0.33106568455696106
0,12249,0.34619709849357605
0,12299,1.5832055807113647
0,12349,1.9836844205856323
0,12399,0.427446186542511
0,12449,1.1718215942382812
0,12499,0.6198362708091736
0,12549,0.2224116027355194
0,12599,0.08004850894212723
0,12649,0.3958715796470642
0,12699,0.2725023031234741
0,12749,0.7511929869651794
0,12799,0.3811172544956207
0,12849,0.37412357330322266
0,12899,0.3791426420211792
0,12949,0.12527772784233093
0,12999,0.5115321278572083
0,13049,1.1501649618148804
0,13099,0.1465483009815216
0,13149,0.033212367445230484
0,13199,0.5203887820243835
0,13249,1.6228293180465698
0,13299,0.09137434512376785
0,13349,0.2911438047885895
0,13399,0.7165321707725525
0,13449,0.6442172527313232
0,13499,0.2960057854652405
0,13549,0.11164474487304688
0,13599,0.2550254762172699
0,13649,0.2959288954734802
0,13699,0.013952505774796009
0,13749,0.21271967887878418
0,13799,1.130811333656311
0,13849,0.17448844015598297
0,13899,0.6037384271621704
0,13949,0.41771140694618225
0,13999,0.0973610207438469
0,14049,0.3593844771385193
0,14099,0.26682689785957336
0,14149,0.8678975105285645
0,14199,1.9851003885269165
0,14249,0.47323012351989746
0,14299,2.011331796646118
0,14349,1.1048429012298584
0,14399,2.008505344390869
0,14449,1.163277268409729
0,14499,0.3645794689655304
0,14549,0.23113086819648743
0,14599,0.4294576048851013
0,14649,0.09595011919736862
0,14699,0.5468446612358093
0,14749,0.19938702881336212
0,14799,2.6797733306884766
0,14849,0.5497910380363464
0,14899,0.11368118226528168
0,14949,0.36835190653800964
0,14999,0.3050180971622467
0,15049,0.10238318890333176
0,15099,0.2814176678657532
0,15149,0.37057414650917053
0,15199,1.1300289630889893
0,15249,0.6926859617233276
0,15299,0.06733343750238419
0,15349,0.12255372852087021
0,15399,0.21096262335777283
0,15449,1.4668935537338257
0,15499,0.08796960115432739
0,15549,1.6013399362564087
0,15599,1.8111809492111206
0,15649,0.454408198595047
0,15699,0.2876920998096466
0,15749,3.1556928157806396
0,15799,1.4427133798599243
0,15849,0.5490826964378357
0,15899,0.16052114963531494
0,15949,0.5826927423477173
0,15999,0.4934917986392975
0,16049,0.1977154165506363
0,16099,0.5945045948028564
0,16149,0.12254071980714798
0,16199,0.7200210690498352
0,16249,0.33844518661499023
0,16299,0.09510616213083267
0,16349,0.33203253149986267
0,16399,0.48846635222435
0,16449,0.6719882488250732
0,16499,0.33496490120887756
0,16549,1.0448073148727417
0,16599,0.5740525126457214
0,16649,0.3063696324825287
0,16699,1.383418321609497
0,16749,0.18442320823669434
0,16799,1.7629485130310059
0,16849,0.02652948722243309
0,16899,1.256256103515625
0,16949,1.494354486465454
0,16999,0.49019065499305725
0,17049,0.1555008590221405
0,17099,0.5613335967063904
0,17149,0.3330875635147095
0,17199,2.3086955547332764
0,17249,0.6344677209854126
0,17299,0.5455995202064514
0,17349,0.2754417359828949
0,17399,0.5175451636314392
0,17449,0.9054754376411438
0,17499,0.25650903582572937
0,17549,0.033920008689165115
0,17599,0.29141348600387573
0,17649,0.8225839138031006
0,17699,0.8719247579574585
0,17749,0.760827362537384
0,17799,0.1830213963985443
0,17849,1.437803030014038
0,17899,1.7126915454864502
0,17949,0.4844334125518799
0,17999,0.147990882396698
0,18049,0.3137401342391968
0,18099,0.1584189087152481
0,18149,0.16567282378673553
0,18199,2.0413615703582764
0,18249,0.24737799167633057
0,18299,0.040339674800634384
0,18349,0.07269632071256638
0,18399,0.18926072120666504
0,18449,0.6674078702926636
0,18499,0.48546919226646423
0,18549,0.06708467751741409
0,18599,0.10007049143314362
0,18649,1.4122427701950073
0,18699,0.05415036156773567
0,18749,0.5914312601089478
0,18799,0.08375924080610275
0,18849,0.3791065514087677
0,18899,0.3050200045108795
0,18949,0.18802975118160248
0,18999,0.5180551409721375
0,19049,0.10503436625003815
0,19099,0.5481469631195068
0,19149,1.3283132314682007
0,19199,0.9011455774307251
0,19249,0.27153152227401733
0,19299,0.31176868081092834
0,19349,0.09298524260520935
0,19399,0.23305411636829376
0,19449,0.7564037442207336
0,19499,0.3390611708164215
0,19549,0.21874648332595825
0,19599,0.31333673000335693
0,19649,0.9469200372695923
0,19699,0.325415700674057
0,19749,3.511049270629883
0,19799,0.12677507102489471
0,19849,0.08938468247652054
0,19899,0.18421870470046997
0,19949,0.6461188793182373
0,19999,0.37900662422180176
0,20049,1.0674327611923218
0,20099,0.4979499578475952
0,20149,0.13311323523521423
0,20199,0.3082629144191742
0,20249,0.6250229477882385
0,20299,0.7973495721817017
0,20349,0.9680488705635071
0,20399,0.28561997413635254
0,20449,0.31782397627830505
0,20499,0.9128652811050415
0,20549,1.0629122257232666
0,20599,4.057019233703613
0,20649,0.6004201173782349
0,20699,1.3702462911605835
0,20749,0.45415303111076355
0,20799,1.1488226652145386
0,20849,2.048650026321411
0,20899,0.7716395258903503
0,20949,0.9545135498046875
